Amount,HLA,Avg_Amount
47,HLA-B54:01.csv,2.611111111111111
205,HLA-C03:02.csv,11.38888888888889
78,HLA-A30:02.csv,4.333333333333333
51,HLA-A24:07.csv,2.8333333333333335
9,HLA-B57:04.csv,0.5
44,HLA-B55:02.csv,2.4444444444444446
6,HLA-B51:08.csv,0.3333333333333333
59,HLA-C07:02.csv,3.2777777777777777
92,HLA-B15:18.csv,5.111111111111111
92,HLA-C15:05.csv,5.111111111111111
20,HLA-B40:06.csv,1.1111111111111112
51,HLA-A24:03.csv,2.8333333333333335
59,HLA-C07:01.csv,3.2777777777777777
92,HLA-B15:07.csv,5.111111111111111
1,HLA-B46:01.csv,0.05555555555555555
92,HLA-B15:02.csv,5.111111111111111
41,HLA-B45:01.csv,2.2777777777777777
29,HLA-B13:02.csv,1.6111111111111112
209,HLA-C05:01.csv,11.61111111111111
92,HLA-B15:27.csv,5.111111111111111
8,HLA-C17:01.csv,0.4444444444444444
45,HLA-B35:02.csv,2.5
105,HLA-A02:05.csv,5.833333333333333
92,HLA-B15:25.csv,5.111111111111111
6,HLA-B51:01.csv,0.3333333333333333
886,HLA-C12:02.csv,49.22222222222222
20,HLA-B40:01.csv,1.1111111111111112
29,HLA-B07:02.csv,1.6111111111111112
92,HLA-B15:01.csv,5.111111111111111
92,HLA-B15:17.csv,5.111111111111111
