Amount,HLA,Avg_Amount
121,HLA-B27:05.csv,1.3444444444444446
363,HLA-B15:05.csv,4.033333333333333
381,HLA-A34:01.csv,4.233333333333333
192,HLA-A29:01.csv,2.1333333333333333
452,HLA-A30:04.csv,5.022222222222222
150,HLA-B07:05.csv,1.6666666666666667
120,HLA-B14:02.csv,1.3333333333333333
289,HLA-B42:01.csv,3.2111111111111112
849,HLA-C03:03.csv,9.433333333333334
150,HLA-B50:01.csv,1.6666666666666667
32,HLA-A26:01.csv,0.35555555555555557
76,HLA-B44:10.csv,0.8444444444444444
127,HLA-B39:01.csv,1.4111111111111112
75,HLA-B57:01.csv,0.8333333333333334
197,HLA-B35:03.csv,2.188888888888889
91,HLA-B53:01.csv,1.011111111111111
150,HLA-B49:01.csv,1.6666666666666667
75,HLA-B57:03.csv,0.8333333333333334
121,HLA-B27:04.csv,1.3444444444444446
28,HLA-B38:01.csv,0.3111111111111111
111,HLA-B40:12.csv,1.2333333333333334
150,HLA-B41:02.csv,1.6666666666666667
162,HLA-B58:01.csv,1.8
381,HLA-A02:07.csv,4.233333333333333
41,HLA-A66:02.csv,0.45555555555555555
1769,HLA-C14:03.csv,19.655555555555555
127,HLA-B39:10.csv,1.4111111111111112
381,HLA-A36:01.csv,4.233333333333333
381,HLA-A02:06.csv,4.233333333333333
95,HLA-B18:01.csv,1.0555555555555556
75,HLA-B48:01.csv,0.8333333333333334
363,HLA-B15:32.csv,4.033333333333333
76,HLA-B44:03.csv,0.8444444444444444
381,HLA-A02:03.csv,4.233333333333333
150,HLA-B78:01.csv,1.6666666666666667
192,HLA-A29:02.csv,2.1333333333333333
184,HLA-B55:01.csv,2.0444444444444443
150,HLA-B59:01.csv,1.6666666666666667
45,HLA-A25:01.csv,0.5
402,HLA-C15:02.csv,4.466666666666667
1944,HLA-C08:04.csv,21.6
150,HLA-B47:03.csv,1.6666666666666667
197,HLA-B35:01.csv,2.188888888888889
2508,HLA-B52:01.csv,27.866666666666667
150,HLA-B47:01.csv,1.6666666666666667
28,HLA-C04:03.csv,0.3111111111111111
1944,HLA-C08:03.csv,21.6
121,HLA-B27:02.csv,1.3444444444444446
76,HLA-B44:02.csv,0.8444444444444444
419,HLA-A68:01.csv,4.655555555555556
1944,HLA-C08:02.csv,21.6
363,HLA-B15:11.csv,4.033333333333333
214,HLA-A11:02.csv,2.3777777777777778
33,HLA-A01:02.csv,0.36666666666666664
75,HLA-B57:02.csv,0.8333333333333334
28,HLA-C02:10.csv,0.3111111111111111
336,HLA-A31:01.csv,3.7333333333333334
120,HLA-B14:01.csv,1.3333333333333333
150,HLA-B56:01.csv,1.6666666666666667
233,HLA-A32:01.csv,2.588888888888889
41,HLA-A66:01.csv,0.45555555555555555
173,HLA-A24:02.csv,1.9222222222222223
227,HLA-B37:01.csv,2.522222222222222
181,HLA-A33:03.csv,2.011111111111111
28,HLA-C18:01.csv,0.3111111111111111
4413,HLA-B81:01.csv,49.03333333333333
36,HLA-B51:07.csv,0.4
150,HLA-B67:01.csv,1.6666666666666667
150,HLA-B13:01.csv,1.6666666666666667
218,HLA-C07:04.csv,2.422222222222222
127,HLA-B39:06.csv,1.4111111111111112
363,HLA-B15:03.csv,4.033333333333333
197,HLA-B35:05.csv,2.188888888888889
32,HLA-A26:03.csv,0.35555555555555557
162,HLA-B58:02.csv,1.8
28,HLA-B38:02.csv,0.3111111111111111
95,HLA-B18:03.csv,1.0555555555555556
28,HLA-C04:01.csv,0.3111111111111111
181,HLA-A33:01.csv,2.011111111111111
32,HLA-A26:02.csv,0.35555555555555557
28,HLA-C16:01.csv,0.3111111111111111
75,HLA-B48:03.csv,0.8333333333333334
170,HLA-A03:02.csv,1.8888888888888888
289,HLA-B42:02.csv,3.2111111111111112
849,HLA-C03:04.csv,9.433333333333334
363,HLA-B15:10.csv,4.033333333333333
1944,HLA-C08:01.csv,21.6
2400,HLA-A74:01.csv,26.666666666666668
3521,HLA-C12:03.csv,39.12222222222222
356,HLA-C06:02.csv,3.9555555555555557
257,HLA-B08:01.csv,2.8555555555555556
197,HLA-B35:08.csv,2.188888888888889
120,HLA-B14:03.csv,1.3333333333333333
381,HLA-A34:02.csv,4.233333333333333
150,HLA-B41:01.csv,1.6666666666666667
1769,HLA-C14:02.csv,19.655555555555555
363,HLA-B15:16.csv,4.033333333333333
36,HLA-B51:02.csv,0.4
36,HLA-A80:01.csv,0.4
381,HLA-A02:01.csv,4.233333333333333
28,HLA-C01:02.csv,0.3111111111111111
150,HLA-B07:04.csv,1.6666666666666667
28,HLA-C02:02.csv,0.3111111111111111
419,HLA-A68:02.csv,4.655555555555556
214,HLA-A11:01.csv,2.3777777777777778
33,HLA-A01:01.csv,0.36666666666666664
170,HLA-A03:01.csv,1.8888888888888888
121,HLA-B27:03.csv,1.3444444444444446
76,HLA-B44:05.csv,0.8444444444444444
142,HLA-A23:01.csv,1.5777777777777777
363,HLA-B15:08.csv,4.033333333333333
452,HLA-A30:01.csv,5.022222222222222
111,HLA-B40:02.csv,1.2333333333333334
381,HLA-A02:02.csv,4.233333333333333
150,HLA-B82:01.csv,1.6666666666666667
138,HLA-B54:01.csv,1.5333333333333334
849,HLA-C03:02.csv,9.433333333333334
452,HLA-A30:02.csv,5.022222222222222
173,HLA-A24:07.csv,1.9222222222222223
75,HLA-B57:04.csv,0.8333333333333334
184,HLA-B55:02.csv,2.0444444444444443
36,HLA-B51:08.csv,0.4
218,HLA-C07:02.csv,2.422222222222222
363,HLA-B15:18.csv,4.033333333333333
