    2056
    5188
    2200
    1514
    1586
    1166
    2102
    3768
    2382
     940
    1930
    1624
    9022
    1370
     670
    1654
    2050
    2068
    1116
    2466
    1376
     468
    1370
    2442
    1942
    1468
    1986
    1460
    4506
    2296
    2818
    1398
    3886
    1590
    1086
    1798
    1702
    2172
    6048
    2670
    2010
    2134
    1676
    1350
     708
    2066
    1402
     940
    2312
    1870
    1146
    2468
    2348
    1210
    1808
    2790
    2330
    2246
    1916
    1398
    1014
    1810
