Amount,HLA,Avg_Amount
68,HLA-C15:05.csv,3.5789473684210527
19,HLA-B40:06.csv,1.0
22,HLA-A24:03.csv,1.1578947368421053
29,HLA-C07:01.csv,1.5263157894736843
61,HLA-B15:07.csv,3.210526315789474
1,HLA-B46:01.csv,0.05263157894736842
61,HLA-B15:02.csv,3.210526315789474
18,HLA-B45:01.csv,0.9473684210526315
29,HLA-B13:02.csv,1.5263157894736843
97,HLA-C05:01.csv,5.105263157894737
61,HLA-B15:27.csv,3.210526315789474
2,HLA-C17:01.csv,0.10526315789473684
23,HLA-B35:02.csv,1.2105263157894737
50,HLA-A02:05.csv,2.6315789473684212
61,HLA-B15:25.csv,3.210526315789474
4,HLA-B51:01.csv,0.21052631578947367
497,HLA-C12:02.csv,26.157894736842106
19,HLA-B40:01.csv,1.0
29,HLA-B07:02.csv,1.5263157894736843
61,HLA-B15:01.csv,3.210526315789474
61,HLA-B15:17.csv,3.210526315789474
