Amount,HLA,Avg_Amount
550,HLA-B39:06.csv,16.176470588235293
1441,HLA-B15:03.csv,42.38235294117647
719,HLA-B35:05.csv,21.147058823529413
138,HLA-A26:03.csv,4.0588235294117645
668,HLA-B58:02.csv,19.647058823529413
94,HLA-B38:02.csv,2.764705882352941
455,HLA-B18:03.csv,13.382352941176471
101,HLA-C04:01.csv,2.9705882352941178
719,HLA-A33:01.csv,21.147058823529413
138,HLA-A26:02.csv,4.0588235294117645
101,HLA-C16:01.csv,2.9705882352941178
212,HLA-B48:03.csv,6.235294117647059
609,HLA-A03:02.csv,17.91176470588235
1138,HLA-B42:02.csv,33.470588235294116
3004,HLA-C03:04.csv,88.3529411764706
1441,HLA-B15:10.csv,42.38235294117647
7273,HLA-C08:01.csv,213.91176470588235
8536,HLA-A74:01.csv,251.05882352941177
13155,HLA-C12:03.csv,386.9117647058824
1414,HLA-C06:02.csv,41.588235294117645
976,HLA-B08:01.csv,28.705882352941178
719,HLA-B35:08.csv,21.147058823529413
530,HLA-B14:03.csv,15.588235294117647
1400,HLA-A34:02.csv,41.1764705882353
574,HLA-B41:01.csv,16.88235294117647
7078,HLA-C14:02.csv,208.1764705882353
1441,HLA-B15:16.csv,42.38235294117647
134,HLA-B51:02.csv,3.9411764705882355
193,HLA-A80:01.csv,5.676470588235294
1400,HLA-A02:01.csv,41.1764705882353
101,HLA-C01:02.csv,2.9705882352941178
574,HLA-B07:04.csv,16.88235294117647
101,HLA-C02:02.csv,2.9705882352941178
1453,HLA-A68:02.csv,42.73529411764706
827,HLA-A11:01.csv,24.323529411764707
167,HLA-A01:01.csv,4.911764705882353
609,HLA-A03:01.csv,17.91176470588235
578,HLA-B27:03.csv,17.0
337,HLA-B44:05.csv,9.911764705882353
450,HLA-A23:01.csv,13.235294117647058
1441,HLA-B15:08.csv,42.38235294117647
1625,HLA-A30:01.csv,47.794117647058826
456,HLA-B40:02.csv,13.411764705882353
1400,HLA-A02:02.csv,41.1764705882353
574,HLA-B82:01.csv,16.88235294117647
532,HLA-B54:01.csv,15.647058823529411
3004,HLA-C03:02.csv,88.3529411764706
1625,HLA-A30:02.csv,47.794117647058826
560,HLA-A24:07.csv,16.470588235294116
319,HLA-B57:04.csv,9.382352941176471
706,HLA-B55:02.csv,20.764705882352942
134,HLA-B51:08.csv,3.9411764705882355
885,HLA-C07:02.csv,26.029411764705884
1441,HLA-B15:18.csv,42.38235294117647
1564,HLA-C15:05.csv,46.0
456,HLA-B40:06.csv,13.411764705882353
560,HLA-A24:03.csv,16.470588235294116
885,HLA-C07:01.csv,26.029411764705884
1441,HLA-B15:07.csv,42.38235294117647
46,HLA-B46:01.csv,1.3529411764705883
1441,HLA-B15:02.csv,42.38235294117647
620,HLA-B45:01.csv,18.235294117647058
574,HLA-B13:02.csv,16.88235294117647
2681,HLA-C05:01.csv,78.8529411764706
1441,HLA-B15:27.csv,42.38235294117647
101,HLA-C17:01.csv,2.9705882352941178
719,HLA-B35:02.csv,21.147058823529413
1400,HLA-A02:05.csv,41.1764705882353
1441,HLA-B15:25.csv,42.38235294117647
134,HLA-B51:01.csv,3.9411764705882355
13155,HLA-C12:02.csv,386.9117647058824
456,HLA-B40:01.csv,13.411764705882353
574,HLA-B07:02.csv,16.88235294117647
1441,HLA-B15:01.csv,42.38235294117647
1441,HLA-B15:17.csv,42.38235294117647
