Amount,HLA,Avg_Amount
1154,HLA-A68:01.csv,41.214285714285715
6006,HLA-C08:02.csv,214.5
1225,HLA-B15:11.csv,43.75
654,HLA-A11:02.csv,23.357142857142858
121,HLA-A01:02.csv,4.321428571428571
221,HLA-B57:02.csv,7.892857142857143
73,HLA-C02:10.csv,2.607142857142857
1022,HLA-A31:01.csv,36.5
519,HLA-B14:01.csv,18.535714285714285
471,HLA-B56:01.csv,16.821428571428573
679,HLA-A32:01.csv,24.25
133,HLA-A66:01.csv,4.75
478,HLA-A24:02.csv,17.071428571428573
771,HLA-B37:01.csv,27.535714285714285
608,HLA-A33:03.csv,21.714285714285715
73,HLA-C18:01.csv,2.607142857142857
14112,HLA-B81:01.csv,504.0
96,HLA-B51:07.csv,3.4285714285714284
471,HLA-B67:01.csv,16.821428571428573
471,HLA-B13:01.csv,16.821428571428573
720,HLA-C07:04.csv,25.714285714285715
470,HLA-B39:06.csv,16.785714285714285
1225,HLA-B15:03.csv,43.75
601,HLA-B35:05.csv,21.464285714285715
93,HLA-A26:03.csv,3.3214285714285716
508,HLA-B58:02.csv,18.142857142857142
76,HLA-B38:02.csv,2.7142857142857144
366,HLA-B18:03.csv,13.071428571428571
73,HLA-C04:01.csv,2.607142857142857
608,HLA-A33:01.csv,21.714285714285715
93,HLA-A26:02.csv,3.3214285714285716
73,HLA-C16:01.csv,2.607142857142857
186,HLA-B48:03.csv,6.642857142857143
495,HLA-A03:02.csv,17.678571428571427
964,HLA-B42:02.csv,34.42857142857143
2454,HLA-C03:04.csv,87.64285714285714
1225,HLA-B15:10.csv,43.75
6006,HLA-C08:01.csv,214.5
6987,HLA-A74:01.csv,249.53571428571428
10726,HLA-C12:03.csv,383.07142857142856
1251,HLA-C06:02.csv,44.67857142857143
831,HLA-B08:01.csv,29.678571428571427
601,HLA-B35:08.csv,21.464285714285715
519,HLA-B14:03.csv,18.535714285714285
1138,HLA-A34:02.csv,40.642857142857146
471,HLA-B41:01.csv,16.821428571428573
5897,HLA-C14:02.csv,210.60714285714286
1225,HLA-B15:16.csv,43.75
96,HLA-B51:02.csv,3.4285714285714284
180,HLA-A80:01.csv,6.428571428571429
1138,HLA-A02:01.csv,40.642857142857146
73,HLA-C01:02.csv,2.607142857142857
471,HLA-B07:04.csv,16.821428571428573
73,HLA-C02:02.csv,2.607142857142857
1154,HLA-A68:02.csv,41.214285714285715
654,HLA-A11:01.csv,23.357142857142858
121,HLA-A01:01.csv,4.321428571428571
495,HLA-A03:01.csv,17.678571428571427
457,HLA-B27:03.csv,16.321428571428573
262,HLA-B44:05.csv,9.357142857142858
392,HLA-A23:01.csv,14.0
1225,HLA-B15:08.csv,43.75
1278,HLA-A30:01.csv,45.642857142857146
360,HLA-B40:02.csv,12.857142857142858
1138,HLA-A02:02.csv,40.642857142857146
471,HLA-B82:01.csv,16.821428571428573
478,HLA-B54:01.csv,17.071428571428573
2454,HLA-C03:02.csv,87.64285714285714
1278,HLA-A30:02.csv,45.642857142857146
478,HLA-A24:07.csv,17.071428571428573
221,HLA-B57:04.csv,7.892857142857143
587,HLA-B55:02.csv,20.964285714285715
96,HLA-B51:08.csv,3.4285714285714284
720,HLA-C07:02.csv,25.714285714285715
1225,HLA-B15:18.csv,43.75
1192,HLA-C15:05.csv,42.57142857142857
360,HLA-B40:06.csv,12.857142857142858
478,HLA-A24:03.csv,17.071428571428573
720,HLA-C07:01.csv,25.714285714285715
